VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,CategoryBackup,SharePoint,VI SDK Server,VI SDK UUID
MX7000KMS2,poweredOn,False,False,green,mx7000kms2,connected,running,green,False,2023/08/07 08:38:24,,2022/06/27 16:24:46,2023/09/27 11:38:38,4,"6,144",1,1,intel-merom,normal,,True,10.60.15.104,DVS-VMWARE-1190,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - VMWare/VXRAIL_MGMT,,True,notConfigured,gray,-1,-1,"105,940","14,388","12,824",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MX7000KMS2/MX7000KMS2.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MX7000KMS2/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MX7000KMS2/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MX7000KMS2/,"Stays at ISC CloudLink provides policy:based key management and data at rest encryption that allows enterprises to control, monitor, and secure VMs and software:defined storage provided by ScaleIO and VMware.","Thu Oct  5 19:40:56 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode12.nbhdhqdomain.nbhd.org,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1294,503986fd-9360-3f7b-f233-aed5afa1636b,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
NATUSSQL119VM,poweredOn,False,False,green,NATUSSQL119VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/10/02 14:10:21,,2023/08/22 16:23:23,2023/09/27 11:38:37,4,"24,576",1,5,intel-merom,normal,True,True,10.60.0.186,DVS-SERVER-1100,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/NATUS,,True,notConfigured,gray,-1,-1,"426,712","88,372","85,524",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NATUSSQL119VM/NATUSSQL119VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NATUSSQL119VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NATUSSQL119VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NATUSSQL119VM/,2019 Template created by CP on 8/1/2020 Last Patched 12/21/2022 by CV. Latest Microsoft Edge was installed  also.  3.13.23 - Changed Power Settings - CP,"Mon Oct  2 20:27:44 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1592,500de612-a0a2-b20f-7a3f-80da7e3815e7,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
NEXTIVAMS1_TMP,poweredOff,False,False,green,,connected,notRunning,gray,False,,,2023/09/28 12:36:10,2023/10/05 09:12:43,8,"16,384",1,3,intel-merom,normal,True,True,,DVS-SERVER-1193,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Application Servers Non-Clinical,,,notConfigured,gray,-1,-1,"940,084","34,920","33,100",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NEXTIVAMS1_TMP/NEXTIVAMS1_TMP.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NEXTIVAMS1_TMP/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NEXTIVAMS1_TMP/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] NEXTIVAMS1_TMP/,Nessus Scan Successfully Remediated 3/1/2022 - CP 3.13.23 - Changed Power Settings - CP Last Patched 9/18/2023 - CP  ****THIS VM WILL BE DECOMM'D*** - CP 10/5/23,"Sun Oct  1 19:57:42 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode13.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2022 (64-bit),,vm-4481,500d0df3-6830-57c9-939d-892b049c9231,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,BackupExclusion,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
OLTEST112VM,poweredOn,False,False,green,OLTEST112VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/19 00:16:57,,1969/12/31 19:00:00,2023/09/27 11:38:29,4,"4,096",1,2,intel-merom,normal,True,True,10.60.2.32,DVS-WEB-1110,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"251,460","82,108","80,432",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OLTEST112VM/OLTEST112VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OLTEST112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OLTEST112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OLTEST112VM/,,"Mon Oct  2 20:27:34 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode08.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1520,5026fc46-0260-f222-76c6-d9d742e239f5,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
OTTRDBPROD116VM,poweredOn,False,False,green,OTTRDBPROD116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/25 12:00:16,,1969/12/31 19:00:00,2023/09/28 10:55:46,4,"12,288",1,5,intel-merom,normal,True,True,10.60.0.40,DVS-SERVER-1100,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"383,244","219,136","216,748",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OTTRDBPROD116VM/OTTRDBPROD116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OTTRDBPROD116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OTTRDBPROD116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] OTTRDBPROD116VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.",,VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode05.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-4295,50266706-b6bf-50a6-2851-d8da83e710c9,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQL0219VMI,poweredOn,False,False,green,PDSQL0219VMI.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/01/25 15:03:26,,2021/07/15 13:22:36,2023/10/02 12:00:28,16,"36,864",1,6,intel-merom,normal,True,True,10.60.21.15,DVS-DB-1121,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"2,653,348","1,962,116","1,961,152",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL0219VMI/PDSQL0219VMI.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL0219VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL0219VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL0219VMI/,2019 Template created by CP on 8/1/2020 Last Patched 8/42020,"Thu Sep 28 20:02:59 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-4476,50394134-d495-7726-310b-adbad8cf9c92,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQL4112VM,poweredOn,False,False,green,pdsql4112vm.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/28 00:16:50,,1969/12/31 19:00:00,2023/09/27 11:38:34,8,"16,384",1,5,intel-merom,normal,True,True,10.60.21.34,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Developers,,True,notConfigured,gray,-1,-1,"734,116","431,876","429,856",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL4112VM/PDSQL4112VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL4112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL4112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL4112VM/,,"Thu Sep 28 19:58:06 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode22.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4096,503d68e4-2028-6eff-d208-8368e02ab6cd,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQL712VM,poweredOn,False,False,green,PDSQL712VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/26 00:16:26,,1969/12/31 19:00:00,2023/09/27 11:38:34,4,"16,384",1,5,intel-merom,normal,True,True,10.60.21.21,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Developers,,True,notConfigured,gray,-1,-1,"819,072","711,116","708,996",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL712VM/PDSQL712VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL712VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL712VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL712VM/,,"Mon Oct  2 20:30:05 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode21.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2203,50262051-5708-19ec-0357-760eb6f7b0aa,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQL7B12VM,poweredOn,False,False,green,PDSQL7B12VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/26 00:17:06,,1969/12/31 19:00:00,2023/09/27 11:38:28,4,"16,384",2,5,intel-merom,normal,True,True,10.60.21.202,DVS-DB-1121,SERVER-HRBT-3111,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"709,772","140,704","138,444",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL7B12VM/PDSQL7B12VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL7B12VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL7B12VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL7B12VM/,,"Mon Oct  2 20:39:42 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2198,5026563a-6980-e759-487e-e5770295ad99,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQL9116VMI,poweredOn,False,False,green,PDSQL9116VMI.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 14:12:33,,1969/12/31 19:00:00,2023/09/28 10:55:45,8,"20,480",1,5,intel-merom,normal,True,True,10.60.21.124,DVS-DB-1121,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Developers,,True,notConfigured,gray,-1,-1,"1,865,884","1,044,776","1,042,500",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9116VMI/PDSQL9116VMI.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9116VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9116VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9116VMI/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Thu Sep 28 19:58:58 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode21.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-4098,5026f5c5-265c-3f8c-bcae-7cbb5444475b,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQL9316VM,poweredOn,False,False,green,PDSQL9316VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 14:15:47,,1969/12/31 19:00:00,2023/09/28 10:32:08,4,"16,384",1,6,intel-merom,normal,True,True,10.60.0.180,DVS-SERVER-1100,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"984,792","447,232","446,432",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9316VM/PDSQL9316VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9316VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9316VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQL9316VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.  --  Name changed from EZVERIFYCL116VM to PDSQL9316VM - 10.27.20 - CP",,VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-4475,50260a68-98b1-5048-9d02-ba7a29e87544,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSQLTST7119VM,poweredOn,False,False,green,PDSQLTST7119VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/15 00:29:33,,2022/03/03 13:55:52,2023/09/27 11:38:28,8,"12,288",1,5,intel-merom,normal,True,True,10.60.21.251,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"714,220","457,208","454,084",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,14,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQLTST7119VM/PDSQLTST7119VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQLTST7119VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQLTST7119VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSQLTST7119VM/,2019 Template created by CP on 8/1/2020 Last Patched 8/42020,"Mon Oct  2 20:27:54 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode21.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1449,5039992b-0116-d0d4-8da5-34e4920d9406,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PDSSQL0116VMI,poweredOn,False,False,green,PDSSQL0116VMI.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/26 00:35:07,,1969/12/31 19:00:00,2023/09/27 11:38:29,4,"16,384",1,5,intel-merom,normal,True,True,10.60.21.43,DVS-DB-1121,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"863,432","381,928","379,608",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSSQL0116VMI/PDSSQL0116VMI.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSSQL0116VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSSQL0116VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PDSSQL0116VMI/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Thu Sep 28 19:57:48 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode20.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-2368,50269566-e13a-8fe5-bf0f-032ee3c682c6,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,BackupExclusion,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PRECISIONSQL1VM,poweredOff,False,False,green,,connected,notRunning,gray,False,,,1969/12/31 19:00:00,2023/09/27 11:38:31,4,"12,288",1,5,,normal,True,True,,DVS-DB-1121,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Retiring Final backup taken,,,notConfigured,gray,-1,-1,"1,134,760","130,980","130,416",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PRECISIONSQL1VM/PRECISIONSQL1VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PRECISIONSQL1VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PRECISIONSQL1VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PRECISIONSQL1VM/,,"Wed Jun 28 18:59:55 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_VCSRVSA",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode08.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1240,503d5776-c708-8046-8bc1-c2c99ba187c9,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
